tweet_id,text,response_tweet_id,in_response_to_tweet_id
66558, We wanted to check back in and see if the documentation provided has helped you? Let us know! ^NW,,66559
66559, Yes that is correct.,"6,655,866,560",66561
66561," So to confirm, you've associated a Network Security Group with your VM? ^JI",66559,66562
66562," I have used this tutorial, and in linux (ubuntu in my case ) i just allowed ports I need in firewall
https://t.co/i4TNm9SHFe",66561,66563
66563," Hi, how did you attempt to open the ports? ^JI",66562,66564
66564," For some reason i can't open ports on my linux machine. I followed help documents tutorial, and it didn't work I also changed firewall settings in the linux but nothing happened. I need http and https ports open. Is there a way that you guys can assists ?",66563,
66565," Hi, we just wanted to follow up to make sure you got our last tweet. If you have more questions, feel free to reach out to us again! ^NW",,66566
66566,"  I have a Wordpress website running on a Linux server and want to move my database to Azure. Will this work? My tables are mostly Innodb, with a few that are MySQL. Database is less than 1 GB. Please advise.","6,656,566,567",
66568," Thanks for flagging this. We've shared your comments with our Support Engineers, who shall reply back to you soon. ^SN",,66569
66569," It is still not resolved. There seems to be some confusion about the limit for Frontend VIPs for ALB. We got it increased to 200 in another subscription, but now i being told that limit is only 30",66568,66570
66570, Let us know if you need further assistance! We're always here to help. ^SE,66569,66571
66571, Sure will do. Thanks,66570,66572
66572," Hey, so we will escalate your case. Also email here __email__&lt;mailto:__email__ ^DO
 https://t.co/EYpi1mphGM",66571,66573
66573, We’re looking into your question and will have an update for you shortly.   ^DO,66572,66574
66574," Dear all, can you please look at the support request __credit_card__. I am waiting for a reply since last 5 days.",66573,
66575," Can you send us a Direct message, so that we can discuss this further in more detail than 140 characters allow? ^BG
 https://t.co/EYpi1mphGM",,66576
66576, We’re looking into your question and will have an update for you shortly.  ^BG,66575,66577
66577," #azTechHelp
Hi,
Why my SAS can't access my blob storage other than these period 11AM to 1AM next day?","6,657,666,578",
66579, Are you still seeing this issue? Let us know. We're here to help. ^NW,,66580
66580," #azTechHelp   there is no way to connect from the remote control with the user, in all the same happens to me and I am putting the correct user","6,657,966,581",
66582, Can you create a forum post with the tag “text-analytics-api” and send us the link? https://t.co/ylSGtw9O3B ^SN,66583,66584
66583," Sure, but, what link?",66585,66582
66585, Your newly created forum's link. This way we'll get it to an engineer to better assist. ^SN,66586,66583
66586, https://t.co/nZrhI7q4L8,66587,66585
66587, Excellent! Thanks! ^TW,66588,66586
66588, No response yet to a simple question. Can you help me?,66589,66587
66589, You can use the following PowerShell cmdlets to delete the account: https://t.co/60UEkB2Mnv ^JI,66590,66588
66590, I dont use Power Shell like Many thousand other users. Any other advice?,66591,66589
66591, Here's some info about regenerating keys via the portal: https://t.co/t9glEdMtMc ^JI,66592,66590
66592," I cancelled the service through Azure, but is active in the other link( website)?",66593,66591
66593," If you look in the portal, does it show Text Analytics API as active? ^PB","6,659,466,595",66592
66594," Happy, and to test it I used it. It still works :(",,66593
66595," I deleted it in azure, bu it is still active in the website. Any ideas?",66596,66593
66596," Understood, please could you Direct Message us with your Sub ID so we can take a closer look at this?  ^DY
 https://t.co/EYpi1mphGM",66597,66595
66597, Done,,66596
66584, How do I disable the Text Analytics API or at least regenerate the keys?,66582,
66598," Hi there, can you review the details on https://t.co/Z0SKnqcxbk and let us know if this helps. ^FC",,66599
66599,Azure の App Service のプランの変更の画面への行き方って、 Scale Up なんてメニューでしたっけ。 Scale Down がしたかったので、目が勝手にスルーしてて見つからなかったですよ。,66598,
66600, Meet you there! 😎 *EddieJ,,66601
66601, done,66600,66602
66602," Hey there, I'm super sorry to hear about this, let me get this straight for you today! 😊
Hit me up on this link &gt;&gt;https://t.co/2AjMPFQ6Qm &lt;&lt; *EddieJ",66601,66603
66603," Why is the tmobile website showing my expected bill, for 2 lines on tmobile 1, as $145? And why was I signed up for 1+?",66602,
66604," Not at the moment, Miranda :( But we're always having great promos so you'll just need to keep an eye out! Anything we can answer to make this switch easier for you? :) *ChanneyT",66605,66606
66605," Not until I can get a good deal on a phone. I see the other carriers  and  always have promotions with national stores, Not Tmob",66607,66604
66607, Would love to tell you all about how easy we can make that switch for you! Send me a DM so we can chat! https://t.co/W3cyuk6dh9 *DebiChavarria,,66605
66606," any deals on An IPhone 8? I don't need two phones, just one 📱. And I would be switching from my other carrier",66604,
66608," Hi there, thanks so much for reaching out! I am so sorry to hear you feel that way. I am more than happy to help. Please DM so I can check this out! https://t.co/lo6HrLTstT :) *SimranKaur",66609,66610
66609," Hi Simran, I have DM-ed you all the details. Please let me know if you need anything else from me now.",66611,66608
66611, I see your DM and I will be right there to assist you today! Thank you for your patience! *SonjaKett,,66609
66610," You have very mean Cust Service reps. They have put me on hold for 25 mins and hung up on me several times today.  BOGO offer is a scam. Here is the evidence.

Order placed: 11/23
Promotion period: 11/17 - 11/27
Order canceled: 11/28 https://t.co/SSYwBDicpJ",66608,
66612, Super glad we could help you out! Have an awesome night! 👌👌 *JoeR,,66613
66613, WAS THE BEST AND FASTEST SERVICE I GOT ALL DAY!! https://t.co/UtQiPsXofd,66612,
66614, Credit notes can't be used online but if you pop into your local store and speak to our staff about wanting to place an order they'll be able to help you out :),,66615
66615, I have credit note printed via the till. Am I able to use it to order things online or do I have to come into store? After some HUGE suitcases so need them delivered 🙈,66614,
66616," We're sorry about the sizing being slightly different. Our Kidswear team aim to make sure this is consistent especially across different items and ranges. We'll feed back what's happened, so they can look to improve.",66617,66618
66617, Slightly different? The ones that just arrived drowned my little boy. They were down to his knees. I will think twice about vests from m&amp;s. I will prob go elsewhere to buy some for him now as without the 20% they are expensive comparedto other places. Thank you.,,66616
66618, 2-3 year vests I have fine (patterned). Order some more in different design &amp; they are way too big. Why? Not happy with this. Now I need to order smaller size without the 20% off code &amp; decide whether to keep these for later. See pic https://t.co/fCPXjeMbiy,"666,166,661,966,620",
66621," Glad we could help, Nathan! :-) Which one was your fave?!",,66622
66622,Today’s training course was supported by  - got us through the day https://t.co/QgPsFDOXs0,66621,
66623, Orders can be placed online now to collect from our store from the 6th December onwards. 2/2,,66624
66624," doesn't Say normal opening hours

2, no baby changing rooms , no public toilets

3, doesn't say anything on your website about store does Click and Collect service you need put normal business hours instead Only Christmas hours https://t.co/AAJvvhbBdg","6,662,366,625",
66626, We'll get this passed on to our team to look into for the future :),,66627
66627,"Reissue this tissue box , please! https://t.co/V96MwXay4h",66626,
66625, Our normal opening hours will be updated online after Christmas. We're sorry you're disappointed this store doesn't have baby changing rooms or toilets and will feed this back. 1/2,,66624
66628, ...own local stores as they have a discretionary charity budget for smaller donations and raffle prizes. Apologies again that you've been given confusing information. We'll make sure this is fed back to our Monmouth Store Manager. 2/2,,66629
66629, I have and they said it's up to head office.,"666,286,663,066,631",66632
66632, Hi Angela- Please contact the store and they will be happy to let you know  🙂,66629,66633
66633," Christmas Fayre Saturday, still waiting for a #marksandspencer raffle prize#monmouth",66632,
66630," Hi Angela, we're sorry about this. All of our Head Office funds charitable funds are currently allocated to our charity partners (Royal British Legion, Breast Cancer Now etc.), which is why we recommend our customers contact their... 1/2",,66629
66634," Guten Morgen, schön, dass auch du dir ein sicheres Passwort erstellen möchtest. Es klappt allerdings auch sehr gut mit weniger als 20 Zeichen, sein PayPal-Konto vor Attacken zu schützen. ^SL",66635,66636
66635," Joa, im Zweifel lassen wir das dann ein Gericht entscheiden, sowas diskutiere ich doch nicht auf Twitter. :-P",66637,66634
66637," Hallo, okay, dannn schonmal ein schönes Wochenende. :) ^FV",,66635
66636,"Hallo , für den Fall das der Account jemals gehackt wird, dann schieben wir es auf eine Bruteforceattacke und ihr seid schuld! https://t.co/2SCAcNlO2h",66634,
66638, Bonjour à vous. Nous sommes navrés du fait que vous n'avez pas eu la possibilité de rattacher votre iban. Veuillez venir en DM afin que nous puissions voir cela ensemble😉 ^LiB,,66639
66639," Bonjour, je viens de me créer un compte paypal et lorsque je eux lier un compte bancaire, ça me dit : impossible pour l'instant..",66638,
66640," Hi Timothy! Thanks for reaching out! You can set a domain registration default profile in your account settings by following the steps in this help article: https://t.co/FKXUaUOJuk?

Hope this helps! ^DJ",,66641
66641,"We need to have a serious talk,  . Love you guys, BUT...

I've spent A LOT of money w/YOU since 2001, and I do NOT want new #domains to default at a 5yr reg period. That's ridiculous.

Where can I change the default to 1yr? Thx!

  ","6,664,066,642",
66643, Looping ^Om back. Thanks ^NR https://t.co/iuwZCjz4Or,,66644
66644, Illustrator custom toolbar question. How do you drop associated tools into one tile (All of the type tools for example).,"6,664,366,645",
66646,  Would you mind providing more details about the issue? We'd certainly follow up. ^Raj https://t.co/iuwZCjz4Or,,66647
66647, Astonishes me that direct contact with Adobe seems near impossible and “support” is through their forums when a sub is so pricey,66646,66648
66648, I even updated it this afternoon to no avail. :(,66647,66649
66649, Don’t get me started on bloody Creative Suite 😡,66648,66650
66650,Type tool on Photoshop CC2018 won't work. I type in the text but nothing shows in the layer. Any advice please?,66649,
66651," We've updated your case manager on this, Tim. Could you DM us about your second cancellation? https://t.co/WCQEFGIlXC",,66652
66652,Second  rental has fallen through. That promised help from  has yet to materialize either. 🤔#CustomerServiceFail,66651,
66653," Hi Brad, can you share more info with us regarding this issue? We suggest you try clearing cache and reload our website on Google Chrome. If you still encounter any problem, please let us have the email address linked to your Airbnb account and we'll look into it. Thank you.",,66654
66654, can't seem to add a new payment method? https://t.co/hlH1UBQ5xq,66653,
66655, Thank you for contacting us today. Reviews are sorted by language first. When you look at them they will show your selected language first but they will be in chronological order. If you would like more information here is our FAQ article: https://t.co/MN5fyHMcIZ.,,66656
66656,"  Is there a way to sort reviews by date? If not, please consider adding this. #Airbnb",66655,
66657, ☹️,,66658
66658, Weeping into a festive bake.,66657,66659
66659, Afraid not.,66658,66660
66660, Any left in London?,66659,66661
66661,24 days of Greggs? Ho ho HECK YES. Pick up our advent calendar in selected shops from 20th Nov and countdown to the big day in style! https://t.co/H56ncBUFRT,"66660,66662,66663,66664,66665,66666,66667,66668,66669,66670,66671,66672,66673,66674,66675,66676,66677,66678,66679,66680,66681,66682,66683,66684,66685,66686,66687,66688,66689,66690,66691,66692,66693,66694,66695,66696,66697,66698,66699,66700,66701,66702,66703,66704,66705,66706,66707,66708,66709,66710,66711,66712,66713,66714,66715,66716,66717,66718,66719,66720,66721,66722,66723,66724,66725,66726,66727,66728,66729,66730,66731,66732,66733,66734,66735,66736,66737,66738,66739,66740,66741,66742,66743,66744,66745,66746,66747,66748,66749,66750,66751,66752,66753,66754,66755,66756,66757,66758,66759,66760,66761,66762,66763,66764,66765,66766,66767,66768,66769,66770,66771,66772,66773,66774,66775,66776,66777,66778,66779,66780,66781,66782,66783",
66784," We know Ben, we're so sorry. We're working really hard on trying to fix it.",,66785
66785, 2days the app hasn't worked for us this is just silly when use it everyday I go to work,66784,
66786, Unfortunately not - we're working on it! DM us your account email and we'll make sure you don't miss it.,,66787
66787, app still bust ? I lost 4 coffee stamps because of not scanning. I'm headed to a store now for breakfast 🐷🐷,66786,
66788," Sorry Jon, hopefully we'll have it fixed soon.",,66789
66789, Arrghhhhhh free breakfast day but the app isn't working 😪,66788,
66790, 😊,,66791
66791,  nobody fills me quite like u x,66790,
66792," Sorry Dave, we've got a few technical glitches with the app. We're working hard to try and fix them soon.",,66793
66793, whats happening my account just logged me out and now i cant log back in help,66792,
66794, Sorry Glenn but the app isn't currently working. We should hopefully have it fixed soon.,66795,66796
66795, Thank you - at least I know it's not just my user error 😉,,66794
66796," trying to get my coke zero and breakfast roll rewards but the app won't load the rewards or scan page, and says I'm not connected to signal - any suggestions? Need my pastry fix!",66794,
66797," Oh, sorry we've just re-read that. So you have received a text from us but you've never entered your mobile number, is that right?",66798,66799
66798," No I never entered my mobile number and the app keeps asking for a text verification code, which I haven’t received as I never entered my mobile number as when I signed up it never gave me the option to put it in",66800,66797
66800," once our App is back up and running, when you log in you will be asked to enter your mobile number so that you can verify your account. Without a mobile number you'll be unable to proceed. Hope this helps.","6,680,166,802",66798
66801,  Will you update everyone on twitter when app is working again?,66803,66800
66803, We won't be. We'd just advise you to keep checking 🙂,,66801
66802,  I’ve been trying this screen for ages and nothing comes through to my number? https://t.co/UpU3j5v9fx,66804,66800
66804, The issues we've been having unfortunately hasn't bee resolved yet Charlie. Sorry!,,66802
66799," I understand that it’s the same response I’ve been getting since yesterday! But your not really answering my query, how can I receive a text code when I never entered my mobile number?",66797,66805
66805, We're aware that our app is currently down and not working great. We're hoping to have this sorted soon.,66799,66806
66806," Oh and another thing, how can I receive a text verification code when I never entered my mobile number????",66805,66807
66807, We’re currently experiencing some technical issues. We do hope to have this resolved very soon.,"6,680,866,806",66809
66809, are text verifications not going through I can get as far as a text verification code needed but I haven’t received any texts at all and it’s done this about 15 times today #annoyed,66807,
66810," Sorry Ann Marie, we've got a few technical glitches today. We're working on it!!",,66811
66811, why can't I log in? As u can see I have internet? https://t.co/YXn5YQePEC,66810,
66812, We're trying to. Drop us your account email on DM 😉,66813,66814
66813, Well thought you had fixed the issue this morning app was working and breakfast was back on. Went in to the shop and they have a massive sign up saying they aren't accepting rewards app payments. WTF. This is the 3rd day now.,66815,66812
66815, Really sorry - we're working hard to get it fixed asap!!,,66813
66814, Please get it fixed for lunch time.,66812,66816
66816, We're really sorry 😞,66814,66817
66817, No breakfast for me then today :-(,66816,66818
66818, We do 😫 We're working on getting them back up and running!,66817,66819
66819," do you know your site doesn't seem to be working, or your app. I can buy with my money in there or rewards.",66818,
66820, Mmmmm #throwback,,66821
66821, remember your chicken pesto baguettes ? You should bring those back 👌🏻,66820,
66822," Sorry Carrie - we're working on getting the app and website back up and running, as soon as it does your rewards will still be available 👍",,66823
66823,  give you a free breakfast on the app and then the app no longer works. My free coffee i earned and my free breakfast gone. To add to that it had signed me out and won’t let me back in. Awful!,66822,
66824, It certainly will 👍,,66825
66825, Will my free Bacon or Sausage Sandwich and free Coffee I only acquired yesterday be available on the app once it is back up and running,66824,66826
66826, 😫 We really hope so Richard. We're working on it!,66825,66827
66827, Will the app be working at anytime this morning?,66826,
66828, If you can DM us your account email address we'll make sure you won't miss your free breakfast reward.,66829,66830
66829, And coffee,,66828
66830, It usually does but the morning I have a free breakfast it's down 😢,66828,66831
66831," It should do normally Michael but are suffering from some techy problems at the moment. We're working on it, hopefully be back up and running soon!",66830,66832
66832, What is the point in having a rewards app when the dam thing never opens!!,66831,
66833, We're aware Graham 😫 We're working on getting them both back up and running. If you DM us your account email we'll make sure you don't miss your breakfast reward.,66834,66835
66834, DM sent. Thank you,,66833
66835," just to make you aware that your website and app are both down, with the app not working for over 2 weeks. I was hoping to get my free bacon roll you emailed me about but now... toast... booo.

#greggs #steakbakeshutdown","6,683,366,836",
66837," Sure, DM us and we'll sort it.",,66838
66838," That’s great, thanks. What about my reward? Can it be extended as it runs out today after breakfast?",66837,66839
66839," Sorry Michael, we are experiencing some technical problems with the app and website. We're working on it and should have it back up soon.",66838,66840
66840, is there a problem with the app? For the past two days I keep getting a message saying no internet connection. I’ve uninstalled and reinstalled the app but that doesn’t help. It won’t let me use it for anything and I have a reward that ends today!,66839,
66841," Sorry Liz, we're experiencing some techy problems which we're working on. Hopefully have everything back up and running soon.",,66842
66842," what is going on with your rewards app? 3 days now and still not working. I've tried uninstalling then reinstalling app, have tried with mobile data &amp; home broadband. Apparently I have a free breakfaat deal, will run out by time it is sorted. Please sort https://t.co/Z9Bnc7dO3f",66841,
66843, 😫 We're working on fixing it! Hopefully have it back up soon.,,66844
66844, you’re website is broken 😩 https://t.co/wFL1CtsIqR,66843,
66845, 😫 We really hope so Chris!,,66846
66846, Is the app going to be sorted today? Not liking Costa Coffee as I don't take cash to work.,66845,
66847," Sorry Steve, we've got some technical glitches that we're trying to get fixed. We'll hopefully have everything fixed soon.",,66848
66848, Any problems with the app? Sas no Internet connection.,66847,
66849," Hi, good to hear this, thanks for your positive feedback. Have a good day.",,66850
66850,This morning’s most enthusiastic platform staff goes to southbound Westminster! Mind the doors please!  ,66849,
66851," Hi, good to hear this, thanks for your positive feedback. Have a good day.",,66852
66852," just got issued a new Oyster card by one of the team at High St Kensington.  Great service from the guy there, really helpful! Thanks",66851,
66853," Hi, sorry to hear this, there are no reported issues but I'll make control aware of this. I hope you get a train soon. Thanks",,66854
66854, no Hammersmith and City line trains today? Waited 25 minutes at Barking. Who knows where I’ll end up on this District line 😢,66853,
66855," Hi, sorry to hear this, there are no reported issues but I'll make control aware of this. I hope you're on the move soon. Thanks",,66856
66856,"Aaaand right on cue. Delays on the Hammersmith &amp; City and Circle lines, was held for ages at Baker Street. 

Thanks for the “welcome home,” . 😒",66855,66857
66857,"This is how I know I’m back in Blighty.

Good morning, London. Your boy’s home. No, I’m not happy to see you either. https://t.co/MYeUnHlBTV",66856,
66858," Hi, apologies for the disruption to your journey. You can claim back fares for service delays, please see link to apply for a refund. https://t.co/M12MDFNWoA",66859,66860
66859," Ye, I'm sure that's great and all that, but I use a travel card. Seeing some improvements would be good. The London population is growing daily and the TFL service feels like it's at critical mass, changes need to be made, fast!",,66858
66860," I'm done with you!! Piccadilly line has delays for the 3/4 day in 2 weeks. Why are we paying so much money for travel when this is the service we get, as far as I'm concerned it's robbery!!",66858,
66861," Hi, sorry to hear this, there are severe delays on the line but I'll make control aware of this. I hope you get a train soon. Thanks",,66862
66862," Any chance of a train to Alperton from Acton Town. Been waiting since 6.45. 7 trains to Heathrow, nothing to Uxbridge. Dismal service",66861,
66863," That’s not the experience we’d like you to have with your iPhone. To confirm, are you still experiencing battery issues with your iPhone? DM us. https://t.co/GDrqU22YpT",,66864
66864,So I’ve been having problems with my battery dying real quick of late and then last night I updated my phone and then today a whole charge lasted me the whole day with the same useage as before before it would take 3-4 full chargers hmmm  🤔🤔,66863,
66865, Thanks for reaching out to us. We definitely understand your concern here. This email is not authentic. This is likely a phishing attempt to get personal information from you. You can learn more about how to identify phishing emails here: https://t.co/LNMCdqt6fD,66866,66867
66866, Thanks for reply,,66865
66867, is this you?? Or hacker?? https://t.co/L7N6CEoUr5,66865,
66868, I am terribly sorry to hear this. Please provide your tracking number along with your contact phone number via a DM if you'd like to have this addressed. ^KD https://t.co/wKJHDXWGRQ,,66869
66869,"  lost my , for second year in a row!! Angelo (ID NPT1AV) at UPS was zero help after 3.5 hours on the phone, he suggests ""file a claim"" on Friday.  HELP!!!!!!!

Second Thanksgiving in a year ruined, this is sad, where is the empathy from these companies?",66868,
66870," Hi Monah, we have replied to your DM, kindly check =) Thanks. -Mi",,66871
66871, yes please,66870,66872
66872," Sorry for the delayed response, Monah. Do you mean to opt for Credit Account for Refund? -Miza",66871,6408
6408," Could you please reply my Message ,I've sent it 2 days ago . Urgent please",66872,5965
66873," Hi there, we have sent you a DM. Kindly check it out, thanks.-Jimy",66874,66875
66874,  Can you share this info on how to reroute your flight? I have sent you a DM too but no reply!,,66873
66875, How do I do option 2??,66873,66876
66876,Latest updates on available Options for affected #AirAsia flights ✈️ to/from DPS and LOP due to Mount Agung 🌋 Eruption. Thank you. 🙏🏼🙏🏼🙏🏼 https://t.co/iI2LLo9wlJ,###############################################################################################################################################################################################################################################################,
66915,"  &gt;&gt;  feedback &gt; complaint 
category 1 &gt; booking  
subject &gt; flight status
relevant team will look into your case. Thanks. -Mi",,66916
66916, I can see it on your webpage now. I was not informed about it yesterday when I called the customer care. Do you mean to say that this is wrong info on your page ? I understand my full refund under credit shell has been initiated but I would want a bank account refund. https://t.co/8cVWqohT0R,"6,691,566,917",66918
66918, &gt;&gt;  how to use it and validity of Credit Shell. :) -Amie,"6,691,966,916",66920
66920," I also need my refund. I have sent multiple mails to your customer support, but no reply yet.  Can you please give my refund, either via cash or credit share ?","669,186,692,166,922,000,000,000,000,000",66926
66926,Latest updates on additional cancelled #AirAsia ✈️ flights due to Mount Agung 🌋 Eruption.  Affected guests will be updated accordingly. Thank you. 🙏🙏🙏 https://t.co/1PackgLUYF,###############################################################################################################################################################################################################################################################,
66917,"  Hi Nishant, apologies on the miscommunication, yes refund option is allow, kindly submit https://t.co/yUyvTZDtHT by tagging&gt;&gt;",,66916
66965, Lemme check on it and replied via Dm. Check it out! :) -Amie,,66966
66966," What about the onward trip from Mum to Bali which got re routed to Hyd after 40 hrs ? I paid 45,786 INR for the whole trip ? Will I get a full refund for that ?","66,965,669,676,696,800,000",66970
66970," How do I confirm ? How can I be sure about the process ? Your customer care team confirmed that credit shell has been initiated and that it cannot be changed now. Also, they told me, if I opt for a full refund, i will only get the refund for the return sector ?","6,696,666,971",66972
66972, &gt;&gt;  inconvenience caused. :) -Amie,66970,66973
66973," Thanks Amie. But, why wasn't I provided an option for bank account refund ? I believe you are allowing that, but I wasn't presented with this option when I called Customer Care. This is a case of deliberately misleading the customer. This is highly unethical.","6,697,466,972,669,750,000,000,000",66923
66923, &gt;&gt; notified to you via email once done. Thank for your support and understanding. :)-Amie,66973,66920
66978," Apologies, Rylan. Please submit the refund request via our eForm from our Support page for processing. Thanks. -Floi",,66979
66979, My flight no longer exists in manage my flights. Please provide a refund?,66978,66980
66980, EQG4RX is my booking  Is this flight departing today?,66979,66981
66981,Latest updates on additional cancelled flights ✈️ due to 🌋 Mount Agung Eruption including available options. Affected guests will be notified accordingly. Thank you. 🙏🏼🙏🏼🙏🏼 https://t.co/LZtj4qyoSH,"6,698,266,983,669,840,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",
67013," Kami terlah membalas ke mesej kami, Mbak Kandi. Sila lihat! :) -Amie",,67014
67014, please help to give me updates about my flight QZ540 from Bali to Darwin booking number NWDNYD,67013,
67015," Sorry for the delay, Zharief. We've replied your DM. Thanks. -Floi",,20338
20338,  Where are u   plz respond my DM ASAP! Thanks,67015,20224
66974,"  Hi Nishant, much appreciate if you could DM us to have one to one conversation,as via tweet we do have a limitation words.:)-Amie",67016,66973
67016, I tried doing that. But I did not get any response.,,66974
66967, &gt;&gt; with us via DM.  :) -Amie,"6,701,767,018",66966
67017, I am waiting for a response.,,66967
67018," Despite assurances, i have only received partial refund. This is highly unethical.",67019,66967
67019, We do apologize as it seems that you had boarded the first sector thus the amount reflected will only be only for the affected flight. Sorry for the inconvenience caused - Nod,"6,702,067,021,670,220,000,000,000,000,000,000,000,000",67018
67020,  https://t.co/eGIfc5AIyP,,67019
67021, All of us will file a case against you in consumer. I have tweets to prove,67028,67019
67028," Hi Nishant. We do understand, as the case in being review for an approval, can you bare with us and we'll definitely update to you once done. :) -Amie",67029,67021
67029,"   shouldn't you take note and do an expose ? This is an extremely relevant issue and should serve as a precedent for airlines in the future.  please take note as well. 
  Airlines looting our money. please help",,67028
67022," Not once, but every time i spoke to u",,67019
67023," Also, u guys told me i will get full refund",67030,67019
67030," Hi Nishant, we've replied to your DM. Check it out! :) -Amie","6,703,167,032",67023
67031,  Is this what Air Asia has come down to ? Highly unethical sir. They still tell me to wait.,,67030
67032," Doesn't help. I am forced to do this. Since u tell me one thing, ur team tell me something else.",,67030
67024, I was supposed to go to Bali not Hud,,67019
67025, Look at this https://t.co/EUiSgAG5Pk,,67019
67026, Were we supposed to wait at the airport for 48 hrs more without food and accommodation ? You must be out of your mind,,67019
67027," Why were we asked to board the flight in Mumbai ? When clearly there was a communication that flights to bali were cancelled. Also, both the flights were affected-onward and return. You rerouted me to hyd. I had to accept it as i had no other choice.",,67019
66968," Sorry for the confusion Nishant, you may ignore all the previous conversation and to make it clear. Please bare",,66966
66969," &gt;&gt; us if  you agree for credit shell and better explanation via DM, See you in DM !- Anwar",67033,66966
67033," This is highly unfair. Your customer care told me i am entitled for full refund via credit shell. Now you tell me i am only eligible for partial refund. This is not ethical. I was supposed to fly to bali, not hyd. I request a full refund",,66969
66971, Hi There :) We can only offer a credit shell or refund on your return sector only as you already board the departure. Kindly DM &gt;&gt;,,66970
66975, &gt;&gt; full refund might take within 30-60 working days for the process time. Kindly confirm with me ASAP to avoid any&gt;&gt;,,66973
66976, &gt;&gt; shell not applied yet. We may help you to cancelled it and proceed with full refund if you wish. But please be advice for &gt;&gt;,,66973
66977," Ops!  As you mention regards full refund. Yes, we officially announce yesterday only for the 3rd option given.  As the Credit &gt;&gt;",,66973
67034," Sure Hanim :) Do you agree to get  credit shell credited to __email__ big id? Please confirm with us ,See you! - Anwar",67035,67036
67035," Hi Anwar  , thank u so much for replying. May I know first (a) how long will it take to credit my account and (b) will u credit the entire rm amount paid that included the seat selection, insurance etc? Appreciate ur prompt reply pls. Tq","670,376,703,867,039",67034
67037, &gt;&gt; Do you agree to get credit shell as per discussion above? - See you! - Anwar,,67035
67038, We do our best to make it as soonest and you may try check email within 48 hour as we do que by que :) &gt;&gt;&gt;,,67035
67039, Yes ok pls proceed,,67035
67036,"Hi  , I want to opt for credit account for my flight to Bali from KUL that was cancelled this morning, as well as for my return flight from Bali to KUL. Booking no is FNGSUQ. There r 5pax return flight under this booking number. My email is __email__. Tq","6,703,467,040",
67041," Yes Carlos, your flight has already been moved to 02Dec17 at 19:15. Thanks. -Floi",,67042
67042,"Hello , any news on your flights scheduled to depart today (28/11) from Lombok to KL? If its still cancelled, what are the procedures to get another flight as soon as possible? Tq in advance.","670,416,704,367,044",
67045," Hi there, anything that we can assist you today?-Jimy",67046,67047
67046,  WHY DO YOU REPLY TO THESE PEOPLE AND NOT TO ME WHO HAS BEEN EMAILING YOU SINCE YESTERDAY!!,,67045
67047,,67045,
67048," Hi There, we believe you have boarded the flight , have a nice day. Thank you. -Prabu",67049,67050
67049," I’m flying on Monday. U don’t reply on time, offer reschedule from a place where volcano is erupting &amp; r uncooperative. Extremely poor service. I had to pay twice as much to fly frm Surabaya. U didn’t credit amount on time, so I couldn’t even use that",,67048
67050,  https://t.co/35VJY8DVxG,67048,
67051," &gt;&gt; were charged for £75 and we will get it checked for you, thanks.-Jimy",,67052
67052," can we get some clarification on flight QZ201, now 6hrs 15mins delayed?","6,705,167,053",
67053," Hi there, we apologize for the late reply. Kindly provide us with your payment receipt where you &gt;&gt;",,67052
67054," Hi Rogelio, we've replied your DM. Thanks. -Floi",,67055
67055," Hi there! My booking number is WW98RN, I wanna know about flight status from Denpasar to Tokyo. I’m concerned because of Mt. Agung eruption",67054,
66919, This is unethical Amie. You should reach out to all customers via email and ask them to choose and not choose on their behalf.  please take note,,66918
66921, &gt;&gt;  there's no bank detail needed as this will credited into your Big ID. You may refer at https://t.co/Qq2k9Qqv85 on&gt;&gt;,,66920
66922," Sorry Nishant, as the option given is only for move flight within 30 calendar days or Credit Shell/Account.  For Credit Account,&gt;&gt;",,66920
67056," Hi Iccank, may we have your booking number for further checked? -Amie",,67057
67057, tiket saya yang sudah di refund pengembalian dana dari tanggal 25 november 2017 apakah sementara dalam proses atau bagaimana. Mohon petunjuk,67056,
67058, Gender Correction done. Please check your mailbox for the revised itinerary. Thank you- Anwar,67059,67060
67059, I really appreciate it. Thank you,,67058
67060,  bagaimana cara mengubah gender di tiket saya?,67058,
67061," Great Anuj, Do let us know If any Further assistance is Needed. Thank you and have a Great day- Mi",,67062
67062," It's OK 
I've completed my journey 
Thanks",67061,67063
67063," Hi Anuj , we do apologize for the delay in response due to massive queries at the moment. How may we assist you today ? - Nod",67062,67064
67064," 
Trying to reach CC since last half an hour 

Plz connect",67063,
67065, I've logged your comments and passed this onto the relevant team for review. Have a good day. Rob,67066,67067
67066, tell em like they don’t know Rob 👍🏼,,67065
67067, more options than just your worst sandwiches would be a good start. Dry selection,67065,67068
67068, Sorry you're not a fan of the meal deal. How could we improve it for you? We'll get this fed back for review. Danny,67067,67069
67069,Supermarket meal deals &gt;&gt;  the worst by far,67068,
67070," Sorry Carol, what store was this purchased from? Steven",67071,67072
67071, Worksop Steven. I buy these most weeks for a special breakfast treat. For two consecutive weeks they've been too hard even after a few days. Thinking of skipping the treat and sticking to the cardboard muesli.,67073,67070
